PID,Date,Group,Group2,Name,Species,Populations,SID,reproduction,TYPE,Unit ,u_mean,u_lower,u_upper,SE,range_low,range_up,Events,Callable,Method,SampleSize,Generations,Sequencing,Tools,Depth,Comments,CITATION,Citation2,Link
2020010,2020,primates,primates,rhesus macaque,Macaca mulatta,"Indian-origin, California",2020010_1,sexual,snp,bp/generation,0.58e-8,0.52e-9,0.65e-9,,,,307,,PO,4,,Illumina HiSeq X,,40,,"Wang, R. J., Thomas, G. W., Raveendran, M., Harris, R. A., Doddapaneni, H., Muzny, D. M., ... & Hahn, M. W. (2020). Paternal age in rhesus macaques is positively associated with germline mutation accumulation but not with measures of offspring sociability. Genome research, 30(6), 826-834.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7370888/
2020011,2020,primates,primates,baboons,Papio anubis,,2020011_1,sexual,snp,bp/generation,0.57e-8,0.51e-8,0.64e-8,,,,475,,PO,2,,Illumina HiSeq 2000 ,,45,,"Wu, F. L., Strand, A. I., Cox, L. A., Ober, C., Wall, J. D., Moorjani, P., & Przeworski, M. (2020). A comparison of humans and baboons suggests germline mutation rates do not track cell divisions. PLoS biology, 18(8), e3000838.",,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000838
2020011,2020,human,primates,human,Homo sapiens,Hutterite ,2020011_2,sexual,snp,bp/generation,1.23e-8,1.14e-8,1.32e-8,,,,980,,PO,3,,Illumina HiSeq 2000 ,,24,,"Wu, F. L., Strand, A. I., Cox, L. A., Ober, C., Wall, J. D., Moorjani, P., & Przeworski, M. (2020). A comparison of humans and baboons suggests germline mutation rates do not track cell divisions. PLoS biology, 18(8), e3000838.",,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000838
2021001,2021,primates,primates,rhesus macaque,Macaca mulatta,Indian rhesus macaques,2021001_1,sexual,snp,bp/generation,0.77e-8,0.69e-8,0.85e-8,,,,663,,PO,19,,BGISEQ500,,76,,"Bergeron, L. A., Besenbacher, S., Bakker, J., Zheng, J., Li, P., Pacheco, G., ... & Zhang, G. (2021). The germline mutational process in rhesus macaque and its implications for phylogenetic dating. GigaScience, 10(5), giab029.",,https://academic.oup.com/gigascience/article/10/5/giab029/6269103
2021002,2021,primates,primates,mouse lemur,Microcebus murinus,Duke Lemur Center,2021002_1,sexual,snp,bp/generation,1.52e-8,1.28e-8,1.78e-8,,,,92,,PO,4,,,,10,,"Campbell, C. R., Tiley, G. P., Poelstra, J. W., Hunnicutt, K. E., Larsen, P. A., Lee, H. J., ... & Yoder, A. D. (2021). Pedigree-based and phylogenetic methods support surprising patterns of mutation rate and spectrum in the gray mouse lemur. Heredity, 127(2), 233-244.",,https://www.nature.com/articles/s41437-021-00446-5
2021003,2021,mammals,mammals,mice ,Mus musculus,,2021003_1,sexual,snp,bp/generation,7.9e-9,7.3e-9,8.5e-9,,,,,,SFS,,,Illumina,,30,,"Chebib, J., Jackson, B. C., López-Cortegano, E., Tautz, D., & Keightley, P. D. (2021). Inbred lab mice are not isogenic: genetic variation within inbred strains used to infer the mutation rate per nucleotide site. Heredity, 126(1), 107-116.",,
2021005,2021,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Ontario, Canada",2021005_1,asexual,snp,bp/generation,1.57e-9,,,0.23e-9,,,94,,MA,,,Illumina HiSeq 2500,,,,"Keith, N., Jackson, C. E., Glaholt, S. P., Young, K., Lynch, M., & Shaw, J. R. (2021). Genome-wide analysis of cadmium-induced, germline mutations in a long-term Daphnia pulex mutation-accumulation experiment. Environmental health perspectives, 129(10), 107003.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8500294/
2021006,2021,arthropods  ,arthropods,fruit fly,Drosophila pseudoobscura,,2021006_1,sexual,snp,bp/generation,3.5e-9,0.7e-9,10.2e-9,,,,4,,PO,,,Illumina HiSeq,,20,,"Krasovec, M. (2021). The spontaneous mutation rate of Drosophila pseudoobscura. G3, 11(7), jkab151.",,https://academic.oup.com/g3journal/article/11/7/jkab151/6265464?login=true
2021007,2021,unicellular,others,algae,Chlamydomonas incerta,Germany,2021007_1,asexual,snp,bp/generation,7.00e-10,,,,,,1162,,MA,27,788,Illumina HiSeq 2500,,,person_communication,"López-Cortegano, E., Craig, R. J., Chebib, J., Samuels, T., Morgan, A. D., Kraemer, S. A., ... & Keightley, P. D. (2021). De novo mutation rate variation and its determinants in Chlamydomonas. Molecular biology and evolution, 38(9), 3709-3723.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8383909/
2021007,2021,unicellular,others,algae,Chlamydomonas incerta,Germany,2021007_1,asexual,indel,bp/generation,2.32e-10,,,,,,385,,MA,27,788,Illumina HiSeq 2500,,,person_communication,"López-Cortegano, E., Craig, R. J., Chebib, J., Samuels, T., Morgan, A. D., Kraemer, S. A., ... & Keightley, P. D. (2021). De novo mutation rate variation and its determinants in Chlamydomonas. Molecular biology and evolution, 38(9), 3709-3723.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8383909/
2021007,2021,unicellular,others,algae,Chlamydomonas incerta,Germany,2021007_1,asexual,deletion,bp/generation,1.40e-10,,,,,,233,,MA,27,788,Illumina HiSeq 2500,,,person_communication,"López-Cortegano, E., Craig, R. J., Chebib, J., Samuels, T., Morgan, A. D., Kraemer, S. A., ... & Keightley, P. D. (2021). De novo mutation rate variation and its determinants in Chlamydomonas. Molecular biology and evolution, 38(9), 3709-3723.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8383909/
2021007,2021,unicellular,others,algae,Chlamydomonas incerta,Germany,2021007_1,asexual,insertion,bp/generation,0.92e-10,,,,,,152,,MA,27,788,Illumina HiSeq 2500,,,person_communication,"López-Cortegano, E., Craig, R. J., Chebib, J., Samuels, T., Morgan, A. D., Kraemer, S. A., ... & Keightley, P. D. (2021). De novo mutation rate variation and its determinants in Chlamydomonas. Molecular biology and evolution, 38(9), 3709-3723.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8383909/
2021008,2021,plants,plants,arabidopsis ,Arabidopsis thaliana,,2021008_1,sexual,snp,bp/generation,5.28e-9,,,0.95e-9,,,31,,MA,,10-22,Illumina HiSeq 2500,,,,"Lu, Z., Cui, J., Wang, L., Teng, N., Zhang, S., Lam, H. M., ... & Jin, B. (2021). Genome-wide DNA mutations in Arabidopsis plants after multigenerational exposure to high temperatures. Genome biology, 22(1), 1-27.",,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02381-4
2021008,2021,plants,plants,arabidopsis ,Arabidopsis thaliana,,2021008_1,sexual,indel,bp/generation,1.33e-9,,,,,,6,,MA,,10-22,Illumina HiSeq 2500,,,,"Lu, Z., Cui, J., Wang, L., Teng, N., Zhang, S., Lam, H. M., ... & Jin, B. (2021). Genome-wide DNA mutations in Arabidopsis plants after multigenerational exposure to high temperatures. Genome biology, 22(1), 1-27.",,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02381-4
2021008,2021,plants,plants,arabidopsis ,Arabidopsis thaliana,,2021008_1,sexual,deletion,bp/generation,0.68e-9,,,,,,4,,MA,,10-22,Illumina HiSeq 2500,,,,"Lu, Z., Cui, J., Wang, L., Teng, N., Zhang, S., Lam, H. M., ... & Jin, B. (2021). Genome-wide DNA mutations in Arabidopsis plants after multigenerational exposure to high temperatures. Genome biology, 22(1), 1-27.",,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02381-4
2021008,2021,plants,plants,arabidopsis ,Arabidopsis thaliana,,2021008_1,sexual,insertion,bp/generation,0.68e-9,,,,,,4,,MA,,10-22,Illumina HiSeq 2500,,,,"Lu, Z., Cui, J., Wang, L., Teng, N., Zhang, S., Lam, H. M., ... & Jin, B. (2021). Genome-wide DNA mutations in Arabidopsis plants after multigenerational exposure to high temperatures. Genome biology, 22(1), 1-27.",,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-021-02381-4
2021009,2021,arthropods  ,arthropods,midge ,Chironomus riparius,,2021009_1,sexual,snp,bp/generation,3.36e-9,2.43e-9,4.47e-9,,,,42,,MA,,50,Illumina HiSeq,,,20°C,"Waldvogel, A. M., & Pfenninger, M. (2021). Temperature dependence of spontaneous mutation rates. Genome research, 31(9), 1582-1589.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8415371/
2021009,2021,arthropods  ,arthropods,midge ,Chironomus riparius,,2021009_1,sexual,indel,bp/generation,8.56e-10,,,,,,10,,MA,,50,Illumina HiSeq,,,20°C,"Waldvogel, A. M., & Pfenninger, M. (2021). Temperature dependence of spontaneous mutation rates. Genome research, 31(9), 1582-1589.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8415371/
2021009,2021,arthropods  ,arthropods,midge ,Chironomus riparius,,2021009_1,sexual,deletion,bp/generation,2.57e-10,,,,,,3,,MA,,50,Illumina HiSeq,,,20°C,"Waldvogel, A. M., & Pfenninger, M. (2021). Temperature dependence of spontaneous mutation rates. Genome research, 31(9), 1582-1589.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8415371/
2021009,2021,arthropods  ,arthropods,midge ,Chironomus riparius,,2021009_1,sexual,insertion,bp/generation,5.99e-10,,,,,,7,,MA,,50,Illumina HiSeq,,,20°C,"Waldvogel, A. M., & Pfenninger, M. (2021). Temperature dependence of spontaneous mutation rates. Genome research, 31(9), 1582-1589.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8415371/
2021010,2021,primates,primates,marmoset,Callithrix jacchus,Rockefeller University,2021010_1,sexual,snp,bp/generation,0.43e-8,,,,,,9,,PO,1,,,,,,"Yang, C., Zhou, Y., Marcus, S., Formenti, G., Bergeron, L. A., Song, Z., ... & Zhang, G. (2021). Evolutionary and biomedical insights from a marmoset diploid genome assembly. Nature, 594(7862), 227-233.",,https://www.nature.com/articles/s41586-021-03535-x
2021011,2021,arthropods  ,arthropods,mosquito,Anopheles gambiae,,2021011_1,sexual,snp,bp/generation,3.06e-9,,,,,,8,,PO,1,,,,,cross 29v2 ,"Wang, Y. (2021). Unpublished data using Ag1000G crosses.",,file:///C:/Users/ywang120/Dropbox/PostDoc_log/20210719/main_20210719.html
2021011,2021,arthropods  ,arthropods,mosquito,Anopheles gambiae,,2021011_2,sexual,snp,bp/generation,2.07e-9,,,,,,11,,PO,1,,,,,cross 46v9,"Wang, Y. (2021). Unpublished data using Ag1000G crosses.",,file:///C:/Users/ywang120/Dropbox/PostDoc_log/20210719/main_20210719.html
2022001,2022,unicellular,others,algae,Chlamydomonas reinhardtii ,control,2022001_1,asexual,snp,bp/generation,9.6e-10,,,,,,5716,,MA,,,Illumina ,,,,"Hasan, A. R., Lachapelle, J., El‐Shawa, S. A., Potjewyd, R., Ford, S. A., & Ness, R. W. (2022). Salt stress alters the spectrum of de novo mutation available to selection during experimental adaptation of Chlamydomonas reinhardtii. Evolution.",,https://onlinelibrary.wiley.com/doi/full/10.1111/evo.14604
2022001,2022,unicellular,others,algae,Chlamydomonas reinhardtii ,control,2022001_1,asexual,indel,bp/generation,1.9e-10,,,,,,1127,,MA,,,Illumina ,,,,"Hasan, A. R., Lachapelle, J., El‐Shawa, S. A., Potjewyd, R., Ford, S. A., & Ness, R. W. (2022). Salt stress alters the spectrum of de novo mutation available to selection during experimental adaptation of Chlamydomonas reinhardtii. Evolution.",,https://onlinelibrary.wiley.com/doi/full/10.1111/evo.14604
2022002,2022,human,primates,human,Homo sapiens,China,2022002_1,sexual,snp,bp/generation,1.34e-8,1.26e-8,1.41e-8,,,,3350,,PO,52,,Illumina HiSeq 4000,,,,"Lin, G. N., Song, W., Wang, W., Wang, P., Yu, H., Cai, W., ... & Wang, Z. (2022). De novo mutations identified by whole-genome sequencing implicate chromatin modifications in obsessive-compulsive disorder. Science advances, 8(2), eabi6180.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754407/
2022002,2022,human,primates,human,Homo sapiens,China,2022002_1,sexual,indel,bp/generation,3.174e-9,,,,,,793,,PO,52,,Illumina HiSeq 4000,,,,"Lin, G. N., Song, W., Wang, W., Wang, P., Yu, H., Cai, W., ... & Wang, Z. (2022). De novo mutations identified by whole-genome sequencing implicate chromatin modifications in obsessive-compulsive disorder. Science advances, 8(2), eabi6180.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754407/
2022002,2022,human,primates,human,Homo sapiens,China,2022002_1,sexual,deletion,bp/generation,2.21e-9,,,,,,552,,PO,52,,Illumina HiSeq 4000,,,,"Lin, G. N., Song, W., Wang, W., Wang, P., Yu, H., Cai, W., ... & Wang, Z. (2022). De novo mutations identified by whole-genome sequencing implicate chromatin modifications in obsessive-compulsive disorder. Science advances, 8(2), eabi6180.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754407/
2022002,2022,human,primates,human,Homo sapiens,China,2022002_1,sexual,insertion,bp/generation,9.64e-10,,,,,,241,,PO,52,,Illumina HiSeq 4000,,,,"Lin, G. N., Song, W., Wang, W., Wang, P., Yu, H., Cai, W., ... & Wang, Z. (2022). De novo mutations identified by whole-genome sequencing implicate chromatin modifications in obsessive-compulsive disorder. Science advances, 8(2), eabi6180.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754407/
2022003,2022,arthropods  ,arthropods,water flea,Daphnia galeata,"Müggelsee, Lake Constance (both Germany) and Jordan Reservoir",2022003_1,mixed,snp,bp/generation,0.745e-9,0.39e-9,1.26e-9,,,,12,,MA,18,,Illumina ,,,,"Pfenninger, M., Doria, H. B., Nickel, J., Thielsch, A., Schwenk, K., & Cordellier, M. (2022). Spontaneous rate of clonal single nucleotide mutations in Daphnia galeata. PloS one, 17(4), e0265632.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8975155/
2022004,2022,arthropods  ,arthropods,mosquito,Anopheles coluzzii,USA,2022004_1,sexual,snp,bp/generation,1.00e-9,2.06e-9,2.91e-9,,,,3,,PO,,,Illumina HiSeq 4000,,,,"Rashid, I., Campos, M., Collier, T., Crepeau, M., Weakley, A., Gripkey, H., ... & Lanzaro, G. C. (2022). Spontaneous mutation rate estimates for the principal malaria vectors Anopheles coluzzii and Anopheles stephensi. Scientific reports, 12(1), 1-11.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8742016/
2022004,2022,arthropods  ,arthropods,mosquito,Anopheles stephensi,USA,2022004_2,sexual,snp,bp/generation,1.36e-9,4.42e-10,3.18e-9,,,,5,,PO,,,Illumina HiSeq 4000,,,,"Rashid, I., Campos, M., Collier, T., Crepeau, M., Weakley, A., Gripkey, H., ... & Lanzaro, G. C. (2022). Spontaneous mutation rate estimates for the principal malaria vectors Anopheles coluzzii and Anopheles stephensi. Scientific reports, 12(1), 1-11.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8742016/
2022005,2022,mammals,mammals,cat,Felis catus,,2022005_1,sexual,snp,bp/generation,0.86e-8,0.75e-8,0.97e-8,,,,233,,PO,11,,Illumina HiSeq X,,,,"Wang, R. J., Raveendran, M., Harris, R. A., Murphy, W. J., Lyons, L. A., Rogers, J., & Hahn, M. W. (2022). De novo mutations in domestic cat are consistent with an effect of reproductive longevity on both the rate and spectrum of mutations. Molecular Biology and Evolution, 39(7), msac147.",,https://academic.oup.com/mbe/article/39/7/msac147/6623531
2022006,2022,mammals,mammals,bear,Ursus arctos,USA,2022006_1,sexual,snp,bp/generation,0.84e-8,0.69e-8,1.00e-8,,,,115,,PO,4,,Illumina HiSeq 6000,,,,"Wang, R. J., Peña-Garcia, Y., Bibby, M. G., Raveendran, M., Harris, R. A., Jansen, H. T., ... & Hahn, M. W. (2022). Examining the effects of hibernation on germline mutation rates in grizzly bears. Genome Biology and Evolution.",,https://academic.oup.com/gbe/advance-article/doi/10.1093/gbe/evac148/6731088?login=true
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila melanogaster,Nigeria,2022007_1,sexual,snp,bp/generation,1.67e-9,0.54e-9,3.14e-9,,,,9,6023979390,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila melanogaster,Nigeria,2022007_1,sexual,indel,bp/generation,3.26e-10,8.95e-11,1.19e-9,,,,2,6128763473,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila melanogaster,Nigeria,2022007_1,sexual,deletion,bp/generation,3.26e-10,8.95e-11,1.19e-9,,,,2,6128763473,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila melanogaster,Nigeria,2022007_1,sexual,insertion,bp/generation,0,0,0,,,,0,6128763473,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila melanogaster,UK ,2022007_2,sexual,snp,bp/generation,4.86e-9,2.11e-9,8.02e-9,,,,27,5968895899,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila melanogaster,UK ,2022007_2,sexual,indel,bp/generation,4.85e-10,,,,,,3,6188495150,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila melanogaster,UK ,2022007_2,sexual,deletion,bp/generation,1.62e-10,8.29e-12,9.15e-10,,,,1,6188495150,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila melanogaster,UK ,2022007_2,sexual,insertion,bp/generation,3.23e-10,8.86e-11,1.18e-8,,,,2,6188495150,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila simulans,Spain,2022007_3,sexual,snp,bp/generation,4.51e-9,1.94e-9,7.75e-9,,,,22,5459619694,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila simulans,Spain,2022007_3,sexual,indel,bp/generation,7.04e-10,,,,,,4,5679196840,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila simulans,Spain,2022007_3,sexual,deletion,bp/generation,5.28e-10,1.80e-10,1.55e-9,,,,3,5679196840,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022007,2022,arthropods  ,arthropods,fruit fly,Drosophila simulans,Spain,2022007_3,sexual,insertion,bp/generation,1.76e-10,9.03e-12,9.98e-10,,,,1,5679196840,PO,6,1,Illumina NovaSeq,,,,"Wang, Y., McNeil, P., Abdulazeez, R., Pascual, M., Johnston, S. E., Keightley, P. D., & Obbard, D. J. (2022). Variation in mutation, recombination, and transposition rates in Drosophila melanogaster and Drosophila simulans. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.09.12.507595v1.full
2022008,2022,unicellular,others,algae,Ectocarpus siliculosus,,2022008_1,mixed,snp,bp/generation,4.07e-10,,,,,,2,,MA,,,Illumina NovaSeq,,,,"Krasovec, M., Lipinska, A. P., & Coelho, S. M. (2022). Low spontaneous mutation rate in a complex multicellular eukaryote with a haploid-diploid life cycle. bioRxiv.",,https://www.biorxiv.org/content/10.1101/2022.05.13.491831v1.full
2022009,2022,mammals,mammals,pig,Sus scrofa,,2022009_1,sexual,snp,bp/generation,3.6e-9,2.8e-9,4.4e-9,,,,44,,PO,,,HiSeq 2000,,21-45,,"Zhang, M., Yang, Q., Ai, H., & Huang, L. (2022). Revisiting the evolutionary history of pigs via de novo mutation rate estimation in a three-generation pedigree. Genomics, Proteomics & Bioinformatics.",,https://www.sciencedirect.com/science/article/pii/S1672022922000146
2023001,2023,birds,birds,penguin,Pygoscelis adeliae,,2023001_1,sexual,snp,bp/generation,1.50e-8,,,,,,31,2061550847,PO,1,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,mammals,mammals,alpaca,Vicugna pacos,,2023001_2,sexual,snp,bp/generation,9.44e-09,,,,,,31,3282850157,PO,1,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,mammals,mammals,guinea pig,Cavia aperea,,2023001_3,sexual,snp,bp/generation,8.72e-09,,,,,,91,10430735069,PO,6,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,birds,birds,blue tit,Cyanistes caeruleus,,2023001_4,sexual,snp,bp/generation,5.19e-09,,,,,,26,5004415311,PO,3,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,mammals,mammals,fruit bat,Rousettus aegyptiacus,,2023001_5,sexual,snp,bp/generation,8.10e-09,,,,,,26,3207781931,PO,1,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,fish,fish,Siamese fighting fish,Betta splendens,,2023001_6,sexual,snp,bp/generation,4.97e-09,,,,,,10,2012392790,PO,3,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,reptiles,reptiles,gecko,Sphaerodactylus inigoi,,2023001_7,sexual,snp,bp/generation,1.36e-08,,,,,,16,1176467496,PO,1,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,birds,birds,common blackbird,Turdus merula,,2023001_8,sexual,snp,bp/generation,6.96e-09,,,,,,43,6175951713,PO,4,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,primates,primates,bolivian squirrel monkeys,Saimiri boliviensis boliviensis,,2023001_9,sexual,snp,bp/generation,6.92e-09,,,,,,88,12700322899,PO,3,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,fish,fish,common carp,Cyprinus carpio,,2023001_10,sexual,snp,bp/generation,5.62e-09,,,,,,3,533461863.3,PO,1,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,mammals,mammals,domestic cat,Felis catus,,2023001_11,sexual,snp,bp/generation,3.49e-09,,,,,,14,4011323901,PO,1,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
2023001,2023,birds,birds,chicken,Gallus gallus domesticus,,2023001_12,sexual,snp,bp/generation,3.62e-09,,,,,,6,1654381333,PO,1,,BGISEQ500,,avg 67X,,"Bergeron, L. A., Besenbacher, S., Zheng, J., Li, P., Bertelsen, M. F., Quintard, B., ... & Zhang, G. (2023). Evolution of the germline mutation rate across vertebrates. Nature, 1-7.",,https://www.nature.com/articles/s41586-023-05752-y
